Pregunta ID,Respuesta estudiante,Nota Profesor,Nota Agente (Ensamble),Diferencia,Rango de nota,Nota Conceptos (Exp 1),Nota Rango (Exp 2),Nota Directa (Exp 3)
Q205293180,"La validacion de entradas permite comprobar que una entrada no va a romper el sistema, permitiendo asi cubrir los casos mas basicos que normalmente rompen el programa por completo. Se suelen desarrollar tests especificos para esta funcion en todos los programa e incluir en todas las funciones posibles.",6,4,-2,<ACEPTABLE>,5,5,4
Q799823558,"TDD primero te dice que tests quiere que tu programa pase y luego seguir desarrollando pasando esos mismos tests. Mientras que en el testing tradicional se realizan los tests una vez desarrollado el codigo que se va a someter a los tests.",8,7,-1,<ACEPTABLE>,8.57,5,7
Q004474161,"El ciclo TDD realiza pruebas unitarias por partes, dentro del codigo. Verificando de manera individual todo el proyecto fila a fila, sección a sección. Primero realiza un test en rojo, es decir un test que claramente falla pero que te indica el camino a seguir. Posteriormente tienes que conseguir que el test pase y se ponga verde. Luego ya en la fase refactor tienes que seguir avanzando con el codigo, manteniendo la luz verde en los tests.",8,4,-4,<ACEPTABLE>,4.44,5,4
Q675600740,"El uso de gitflow es una buena practica ya que generando ramas apartadas del master/main puedes ir avanzando y si en alguna parte del refactor fallan los tests puedes volver a la anterior version verificada. Esto aumenta la limpieza y la eficacia a la hora de desarrollar el programa que tiene posteriormente un impacto positivo en la calidad del software.",1,2,1,<INSUFICIENTE>,0,1.5,2
Q205293180,"Al validar entradas te aseguras que la fluidez del sistema sea correcta y puedes evitar fallos con mas facilidad. Esto genera un software mas robusto ya que tienes mas cuidado y tienes mas en cuenta ciertas cosas a la hora de desarrollarlo.",6,3,-3,<ACEPTABLE>,5,5,3
Q799823558,"En el TDD hacemos los tests antes que el código, por lo que el código se adapta a esos tests que hemos realizado, y un enfoque tradicional de testing hace el código antes que los tests. Por esto, el TDD asegura una mayor eficiencia en el código y un código más completo ya que tiene que adaptarse a los tests, en cambio, los tests tradicionales son los que adaptan los tests al código y puede quedar así un código menos completo.",8,4,-4,<ACEPTABLE>,7.14,5,4
Q004474161,"El ciclo TDD se descompone en tres fases, la fase roja, la fase verde y la fase refactor.

La fase roja es en la que se hacen los test básicos sin tener el código hecho, de manera que el test salga entero rojo. La fase verde es en la que añadimos el código justo y necesario para que dichos tests pasen. Y la fase refactor es en la que se mejora el código pero asegurandonos de que los tests siguen verdes.

Este ciclo es importante a la hora del desarrollo de software porque haces el código necesario y paso a paso.",8,7,-1,<BUENO>,3.33,7.5,7
Q675600740,"Las buenas prácticas en el TDD son empezar por los tests, luego por un código muy simple, para luego mejorarlo en la última fase. El TDD tiene un impacto notable en la calidad del software ya que proporciona un código mucho más completo.",6,3,-3,<INSUFICIENTE>,0,1.5,3
Q205293180,"Es importante comprobar las variables de entrada para no perder tiempo de ejecución ya que si son incompatibles o erróneas, el programa no debe funcionar. Por lo que la validación de datos hace que el software sea más robusto.",6,4,-2,<ACEPTABLE>,5,5,4
Q799823558,"En TDD se hace primero el test y luego el codigo de producción en cambio en testing tradicional primero se hace el código de producción y después el test, a veces en el enfoque tradicional ni si quiera se hacen test y en TDD es obligaorio ya que es el primer paso. Los test en TDD son proactivos y en el enfoque tradicional son reactivos.",10,7,-3,<ACEPTABLE>,7.14,5,7
Q004474161,"El ciclo TDD es una metodología que se utiliza en el desarrollo de software que consiste en tres fases: rojo, verde y refactor.

La fase rojo consiste en componer un test que va a fallar debido a que no existe codigo de producción que se pueda testear. La fase verde consiste que con el test que falla hacer el código mínimo para que pase el test. Por último en la fase de refactor se optimiza el código con el test en verde. Esto es muy importante para el desarrollo de software para APIs complejas o modelos de negocio.",8,6,-2,<ACEPTABLE>,2.22,5,7
Q675600740,"En las buenas prácticas del TDD entre muchas otras se hacen para mejorar la calidad del código como por ejemplo poner nombres descriptivos en assertions, clases, métodos o ramas, también se utiliza la arquitectura A-A-A en la que primero en el test se prepara las variables, se ejecutan y después se valida el resultado. Se eliminan los códigos duplicados en los test asi como que un test solo debería de hacer una comprobación o assertion.",7,4,-3,<ACEPTABLE>,0,5,5
Q205293180,"Las entradas se pueden validar de diferentes formas ya sea con test unitarios normales o con test parametrizados que sería lo óptimo ya que esto le daría mas versatilidad y robustez al test al estar amparando el mismo código con diferentes entradas.",5,4,-1,<ACEPTABLE>,5,5,4
Q799823558,"La principal diferencia entre los dos enfoques es la capacidad para aislar errores dentro del programa, al realizar un ciclo TDD logras captar la ubicación del error, mientras que en un enfoque tradicional solamente te das cuenta de que el programa da error. Por ejemplo, al realizar la primera práctica de testing que hicimos, la enfocamos de manera tradicional, y nos centramos solamente en que el programa da error, sin embargo, si hubieramos utilizado tdd hubieramos visto donde se encontraba el problema",3,4,1,<INSUFICIENTE>,1.43,1.5,4
Q004474161,"El ciclo tdd se basa en realizar pruebas unitarias dentro del código para verificar de manera individual, como su nombre indica las distintas secciones del programa. Es como si dentro de un equipo de fútbol verificas jugador por jugador su estado, y si todo va bien y realiza lo que es debido, el equipo funcionaría",2,2,0,<INSUFICIENTE>,1.11,1.5,2
Q675600740,"Buenas prácticas en tdd es el uso de gitflow, ya que eres capaz de cerrar ramas que están verificadas y sabes que funcionan en branches. Por otro lado, debes realizar pruebas cada vez que cambias algo en el código para saber si esto afecta o no al programa principal. Esto impacta de manera positiva en la calidad del software, ya que eres consciente de que realiza cada estructura dentro del código y porque, así como encontrar errores o discrepancias",3,1,-2,<INSUFICIENTE>,0,1.5,1
Q205293180,"Validar entradas dentro de un contexto TDD es de las cosas más importantes, ya que si tienes problemas al introducir datos, el código saldrá erróneo si o si. Es como realizar una prueba unitaria para la validación de entradas dentro del contexto TDD. Por otro lado, deja una base al software si eres capaz de validar estas entradas",6,4,-2,<ACEPTABLE>,5,5,4
Q799823558,"En el TDD el enfoque de testing es preventivo, se crean los tests antes que el código del programa y se asegura que el código cumpla con lo que el test plantea. Tiene varias ventajas como que permite que el código del programa escale de forma consistente ante errores, y que además los tests sirven como especificación del funcionamiento del programa desarrollado.

En el enfoque de testing tradicional primero se desarrolla el código del programa y luego se escriben los tests, es un enfoque reactivo. Es cierto que la cobertura de código puede ayudar a cubrir todas las posibilidades de error del programa, pero con el énfoque tradicional es más complejo asegurar que los tests aseguren todo el programa debido a que se realizan una vez acabado.",10,7,-3,<BUENO>,8.57,7.5,7
Q004474161,"El ciclo TDD (Test Driven Development) es una forma de desarrollar software, es un planteamiento alternativo en el que se sigue un proceso muy concreto, y se itera en ciclos TDD para desarrollar el código del programa.

El desarrollo usando ciclos TDD se basa en que primero se escriben los tests y después el código del programa, y es importante de diversas formas. Mantiene una especie de especificación del programa a través de los tests, qué indican qué debe hacer el código. Permite también que el programa escale de forma consistente ante errores, ya que el código nuevo que se escriba para mejorar por ejemplo una función debe seguir manteniendo los tests de dicha función en verde. En general se cambia el paradigma del uso de tests a un enfoque preventivo en contraparte al enfoque reactivo en el que los tests se escriben después del código del programa, importante para mantener un código del programa más estructurado.

Fases del ciclo TDD:

* Red: se escribe un test con lo qué debe de hacer el código que se desarrollará más tarde. Este test debe pasar en rojo (devolviendo un error o test no realizado con éxito)

* Green: se escribe en el programa el código mínimo necesario para que el test anteriormente creado pase en verde.

* Refactor: en esta fase se mejora el código anterior (código mínimo necesario) manteniendo el test en verde.

Se itera sobre este ciclo para el desarrollo de nuevas funcionalidades del programa.",10,7,-3,<BUENO>,5.56,7.5,7
Q675600740,"Buenas prácticas TDD son :

1. Escribir tests con nombres que sigan una misma estructura y que nos permita seguir un patrón que pueda indicar fácilmente leyendo el nombre qué hace el test o a dónde pertenece, por ejemplo: método_entorno -> addDiscount_validOriginalPrice()

2. Realizar pequeños tests que comprueben características específicas del código. Evitar a toda costa agrupar muchos casos en un solo test.

3. Cumplir a raja tabla con el orden de las fases del ciclo TDD y mantener una buena estrcutura de commits con palabras clave como: test, red, green, refactor. Para indicar en qué punto del ciclo TDD te encuentras. Ej. test(red) nuevo test addDiscount_validOriginalPrice()

Estas buenas prácticas hacen que el manejo de los tests y el ciclo TDD sea consistente y lo más fácil de seguir posible desde el punto de vista del desarrollador, los nombres de tests que siguen un patron, la fragmentación de los tests para que cada uno compruebe un caso concreto y una buena estructura de commits son varias claves para asegurar el éxito del desarrollo con TDD.",8,7,-1,<ACEPTABLE>,3.33,5,7
Q205293180,"Validar entradas es uno de los aspectos más frecuentes en el contexto del TDD. Crear tests que validen las entradas permiten mejorar la robustez del software de forma que blindemos el código ante errores desde su origen, las entradas obtenidas. Una vez validadas las entradas para que solo pasen las que deseemos podemos escribir un código más simple y centrarnos en lo importante. Sería algo así como filtrar al inicio para no arrastrar el problema de los tipos de entradas y su formato durante to el código escrito. Validar entradas mejora la robustez del código exponencialmente.",9,7,-2,<ACEPTABLE>,6.67,5,7
Q799823558,"En un enfoque tradicional de testing se van añadiendo funcionalidades y se va dejando constancia en el repositorio a través de git add . y commit - m Cambio x. El problema de este enfoque es que no se segmenta cada funcionalidad de forma separada ni se prueba cada funcionalidad de forma separada muchas veces. También, al no trabajar muchas veces con features es más difícil luego entender el código en general.

Entonces es más difícil luego ver de donde vienen los errores al realizar los tests. Con TDD es mucho más fácil segmentar cada funcionalidad porque se crean tests para cada funcionalidad y se va probando el test a medida que se van implementando funcionalidades.

También en TDD normalmente se implementa cada feature en una rama diferente lo que permite leer el código mejor y entender mejor dónde está cada funcionalidad implementada en el código.",6,4,-2,<INSUFICIENTE>,1.43,1.5,4
Q004474161,"El TDD es una metodología de trabajo para proyectos de software. Una vez se definen los requisitos para un proyecto de software, en vez de lanzarse a codificar los requisitos directamente, según esta metodología se crean los tests o pruebas antes de codificar las funcionalidades. Es decir, se crean los tests que tiene que pasar cada funcionalidad de forma respectiva antes de implementar la funcionalidad en sí.

Luego poco a poco, a medida que se implementa cada funcionalidad, también se verifica que el test pasa. El objetivo principal es segmentar cada requisito en el código, para evitar que en el futuro puedan haber muchos errores en el código que no se puedan trazar rápidamente de donde vienen.

Al segmentar claramente los tests y las funcionalidades es más fácil trabajar colaborativamente.",6,6,0,<INSUFICIENTE>,1.11,1.5,7
Q675600740,"Las buenas prácticas del TDD son las siguientes:

-Define claramente los requisitos del proyecto de software y los criterios con los que se puede verificar objetivamente que se ha cumplido con el requisito.

-Crea el test con los criterios que debe cumplir el requisito. Se hace para todos los requisitos que son las funcionalidades.

-Verifica que los tests compilan correctamente sin haber implementando las funcionalidades.

-Implementa una funcionalidad o pocas funcionalidades relacionadas entre sí y luego verifica con los tests que el programa compila correctamente.

-Separa las funcionalidades relacionadas entre sí en features diferentes.

-Repite el proceso con todas las funcionalidades.",6,6,0,<ACEPTABLE>,0,5,7
Q799823558,"en el tdd los tests se escriben antes de escribir el codigo. en el enfoque tradicional los test se escriben el acabar de desarrollar el codigo y se usan para validar que se cumplen las funciones. 

en cambio en el tdd, se escriben los tests que deberia de pasar el codigo cuando esté implementado y despues de desarrolla el codigo pensando en pasar los tests . 

en un enfoque los tests son un mero tramite mientras que en el otro son el centro sobre el que gira todo.",9,4,-5,<ACEPTABLE>,7.14,5,4
Q004474161,"TDD signifca test driven development, es una forma de desarrollar software en la que antes de escribir el codigo se escriben los test para probar si funciona el desarrollo.

de manera que se puede pobrar en cualquier momento si el codigo funciona y no se cae en el engaño de escribir test que sabes que se van a pasar a pesar de que tu codigo tenga bugs",5,4,-1,<ACEPTABLE>,1.11,5,4
Q675600740,"escribir test para probar los escenarios tradicionales y los escenarios más extremos.

cambiar la concepcion de ver el desarrollo frente a la metodologia tradicional.

escribir los tests, desarrollar el codigo para que los pasen. una vez que los pasen, refactorizar, optimizar el codigo . verificar que se pasan los tests, refactorizar si es necesario , etc",6,3,-3,<INSUFICIENTE>,0,1.5,4
Q205293180,"hay que validar las entradas en nuestro software ya que sino podria generar errores que no espamos ni tenemos contemplado en nuestros tests. un software robusto soporta fallos y tipo de ataques maliciosos",6,4,-2,<ACEPTABLE>,3.33,5,4
Q799823558,"A diferencia del enfoque tradicional, el uso de TDD hace que se piense primero en el diseño antes que en la implementación, lo que clarifica el enfoque final del proyecto. Además, ayuda a minimizar el código innecesario, ya que solo escribes código para pasar los tets, a parte de la refactorización.",7,6,-1,<ACEPTABLE>,0,5,7
Q004474161,"El clico TDD (Test-driven development) se basa en red-green-refactor.

En la primera parte red, se tiene que escribir un test que falle.

En la segunda parte green, se tiene que escribir el códgigo mínimo necesario para que pase el test.

Y en la tercera parte refactor, se refactoriza el código manteniendo los test en verde.

Esta metodología de desarrollo es muy importante porque ayuda a la mantenibilidad del código y a encontrar bugs, ya que nunca se escribe código de producción sin antes tener un test que falle.",10,1,-9,<ACEPTABLE>,5.56,5,0
Q675600740,"Las buenas prácticas del TDD son:

No escribir código de producción sin antes tener un tests que falle.

Escribir tests que fallen en el apartado red, luego el código mínimo necesario para que pasen en la fase green y por último refactorizar, es decir, mejorar el código, en la fase refactor.

Al emplear buenas prácticas, se consigue un código consistente, con menor probabilidades de bug. Además el buen uso de estas práctica hace que el ciclo de trabajo este mejor estructurado, dividiendo el trabajo en fases.",9,7,-2,<BUENO>,5,7.5,7
Q205293180,"Validar entradas es importante ya que, un error en una entrada puede hacer que el resto del test falle. También dependiendo de lo que haga el código, por ejemplo una suma de 2 números naturales, va a ver que validar todo tipo de entradas no válidas, como número decimales y demás. Esto es importante para la robustez del código por que es de lo que dependen los test en mayor medida.",6,4,-2,<ACEPTABLE>,6.67,5,4
Q799823558,"TDD: primero tests y luego código de producción, mayor planificación de clases/métodos antes del desarrollo

Enfoque tradicional testing: primero código de producción y después tests, menos planificación de clases/métodos antes del desarrollo",8,5,-3,<ACEPTABLE>,8.57,5,5
Q004474161,"TDD (Test Driven Development) tiene un ciclo de 3 pasos: Rojo, Verde y Refactor.

Paso 1, Rojo: Se empieza desarrollando el test, este va a fallar ya que sus clases y métodos aún no estarán desarrollados.

Paso 2, Verde: Se desarrolla la clases y los métodos mínimos para que el test pase en verde.

Paso 3, Refactor: Ahora se mejora el test para que sea más eficiente y óptimo(debe seguir en verde).

El ciclo TDD es importante en el desarrollo de software ya que provoca una constante revisión y permite que se testee la mayor parte del codigo de producción.",8,7,-1,<ACEPTABLE>,3.33,5,7
Q675600740,"Buenas prácticas:

* Nomenclatura: should[acción]when[condición] , shouldDeletewhenIsNull()

* Solo un assertion por cada test

* Que al menos más de un 70% del código sea comprobado por tests",4,3,-1,<INSUFICIENTE>,0,1.5,4
Q205293180,"Validar entradas en TDD es importante ya que debemos saber en todo momento que dato corresponde a que variable. Si por cualquier mótivo existe un fallo en una variable en el testing, será más fácil localizarlo si esta variable está validada correctamente.",4,3,-1,<INSUFICIENTE>,3.33,1.5,3
Q799823558,"TDD estandariza y esto es siempre mejor en proyectos de varios desarrolladores o proyectos donde haya unos requisitos que implementar o a quien rendir cuentas.

El desarrollo tradicional no es malo per se, pero depende de las buenas practicas de desarrollo en lugar de estandarizar la codificacion de estas pruebas a superar sin esperar a ver que tan responsable es el equipo de desarrollo.

Además, los ciclos iterativos hacen que la implementacion de nuevas funcionalidades sigan garantizando el buen estado de nuestro codigo al seguir añadiendo requisitos o ramificando el desarrollo.",5,0,-5,<INSUFICIENTE>,0,1.5,0
Q004474161,"TDD es TesT Driven Developement

El ciclo consiste en crear pruebas para que el códgio las falle en primera instancia y despúes refactorizar el código para superarlas.

Las pruebas se obtienen de una conversación donde hemos de obtener los requisitos que debe cumplir nuestro proyecto, si planteamos las pruebas a superar como esos objetivos que nuestro codigo debe cumplir, se obtiene una bateria de requisitos a cumplir y superar. Al fallar las pruebas, comenzamos a desarrollar o modificar nuestro codigo para ir superandolas poco a poco.

Podemos tener pruebas antes de tener el codigo, y construir para superarlas despues, podemos tener pruebas que hagan un control de errores una vez tengamos ya codigo funcional, o pruebas para implementar nuevas funcionalidades, test de casos limite, etc.

Ahi reside su importancia, la versatilidad y utilidad de cara a un desarrollo software que necesite respaldar unos requisitos de un proyecto y no esperar a la buena fe de un desarrollador",7,0,-7,<INSUFICIENTE>,2.22,1.5,0
Q675600740,"Ciclos iterativos donde se verifique el exito al superar las pruebas antes de añadir nuevas implementaciones.

Tener claro el tipo de requisitos es una buena practica, pues no es lo mismo un requisito funcional basico y troncal a la solucion software sobre la que desarrollar el codigo, que un control de errores, un test de casos limite, unos nuevos test para implementaciones añadidas una vez que nuestro codigo funciona, etc.

 

Reiterar el uso de ciclos para que, una vez pasamos los test, avanzar a otra fase de desarrollo, plantear los nuevos test, codificar para pasar los nuevos test y una vez superados seguimos comprobando que los anteriores funcionan, asi no arrastramos errores durante mucho tiempo de desarrollo y no pasa eso de darse cuenta una vez que es muy tarde o el desarrollo ha avanzado tanto que resulta muy complejo o costoso tirar el trabajo hecho como para volver atras por unos test que no nos dimos cuenta que dejaron de funcionar",7,5,-2,<ACEPTABLE>,1.67,5,5
Q205293180,"Es muy importante validar las entradas en el contexto de TDD para asi evitar la entrada de datos no deseados o datos que no cumplan con el formato esperado y, a los que podemos aplicar un formateo hasta que sea el deseado.

Es como un estudio de dataset en una buena practica de datamining o inteligencia artificial, el contemplar como van a venir los datos ayuda a defnir como vamos a tratarlos y como vamos a codificar la solucion sobre ellos.",6,3,-3,<INSUFICIENTE>,3.33,1.5,3
Q799823558,"En el ciclo TDD el test se escribe antes que el código, los tests sirven como validación, los tests son proactivos, y los tests son obligatorios. En un enfoque tradicional de testing el código se escribe antes que los tests, los tests sirven como verificación, los tests son reactivos, los tests son voluntarios.",10,5,-5,<ACEPTABLE>,7.14,5,5
Q004474161,"TDD (Test Driven Development) es una medotología de software que consiste en escribir los tests antes de escribir el código de producción, su ciclo es muy especifíco (Red, Green, Refactor). Sus principios fundamentales son, no escribir código de producción sin antes escribir un test que falle, no escribir más de un test unitario del que se necesita para fallar y no escribir más código de producción del necesario para pasar. Las ventajas del ciclo TDD son, mejora el diseño del codigo, documentación activa, confianza en los cambios, menos debugging y cobertura automatica. El ciclo TDD se usa especialmente para algoritmos críticos, APIs públicas y cuando el grupo de desarrolladores tiene experiencia en testing entre otras.",9,7,-2,<EXCELENTE>,5.56,9.5,7
Q675600740,"Las buenas prácticas del TDD son las siguientes. Escribir los tests antes del código, y seguir el ciclo (RED, GREEN, REFACTOR). En el ciclo red o rojo escribirmos primero el test haciendo que este falle pues no hemos implementado todavía el código de producción, en el ciclo verde escribimos el código minimo necesario para que el test pase, y en la fase de refactorizar o refactorización mejoramos el código que hemos implementado anteriormente pero sin que los tests fallen, es decir, que los tests sigan pasando. Esto genera un buen impacto en la calidad del software como mejor diseño de código, documentación activa, confianza en los cambios, menos debbuging y cobertura automática.",9,8,-1,<EXCELENTE>,5,9.5,8
